"UNIT INFORMATION, 776 Super Units Found & 418 Extreme Units Found",,,,BASE STATS,,,,,,,55% NO DUPES STATS,,,,,,,100% RAINBOW STATS,,,,,
Character,Class,Type,,bHP,4.25,bATK,3.26,bDEF,4.43,,_55HP,4.12,_55ATK,3.15,_55DEF,4.20,,_100HP,3.90,_100ATK,2.99,_100DEF,3.74
EZA_The Pursuit of Dreams Bulma (Youth),Super,INT,,"14,547",1.15,"10,506",0.21,"5,181",-0.28,,"16,147",1.04,"12,106",0.13,"6,781",-0.36,,"18,547",0.9,"14,506",-0.02,"9,181",-0.4
EZA_Outstanding Performance Great Saiyaman & Videl,Super,STR,,"12,674",0.56,"9,911",-0.03,"5,899",0.14,,"13,874",0.36,"11,111",-0.25,"7,099",-0.19,,"15,674",0.1,"13,151",-0.48,"8,659",-0.64
EZA_Terrifying Plot Demon King Piccolo (Elder),Extreme,INT,,"12,594",0.53,"9,737",-0.1,"4,920",-0.44,,"13,794",0.33,"10,937",-0.31,"6,120",-0.72,,"15,594",0.08,"12,737",-0.62,"7,920",-0.98
EZA_Training and Discovery Super Saiyan Goku,Super,INT,,"13,282",0.75,"9,203",-0.31,"6,724",0.63,,"14,482",0.54,"10,403",-0.52,"7,924",0.26,,"16,282",0.27,"12,203",-0.8,"9,724",-0.15
EZA_Birth of a Hero Gohan (Teen),Super,STR,,"10,729",-0.06,"9,913",-0.03,"5,632",-0.02,,"11,929",-0.23,"11,113",-0.25,"6,832",-0.33,,"13,729",-0.44,"13,153",-0.48,"8,392",-0.76
EZA_Game-Reversing Technique Goku (Kaioken),Super,PHY,,"10,039",-0.28,"10,658",0.27,"5,194",-0.28,,"11,239",-0.44,"11,858",0.04,"6,394",-0.57,,"13,279",-0.56,"13,658",-0.31,"7,954",-0.97
EZA_Bombardment of Accumulated Rage Cyborg Tao,Extreme,STR,,"11,966",0.33,"11,132",0.46,"6,192",0.32,,"13,166",0.14,"12,332",0.22,"7,392",-0.03,,"14,966",-0.09,"14,372",-0.07,"8,952",-0.5
EZA_Time to Fight for Real Jackie Chun,Super,TEQ,,"11,083",0.05,"10,880",0.36,"6,947",0.77,,"12,283",-0.13,"12,080",0.12,"8,147",0.39,,"13,843",-0.41,"14,120",-0.15,"9,947",-0.04
EZA_Getting Butterflies Bulma (Youth),Super,TEQ,,"8,555",-0.75,"7,931",-0.82,"4,600",-0.63,,"10,155",-0.77,"9,531",-0.85,"6,200",-0.68,,"12,555",-0.76,"11,931",-0.89,"8,600",-0.67
EZA_Predatory Worf of the Gale Yamcha,Super,STR,,"9,543",-0.44,"9,846",-0.05,"5,730",0.04,,"10,743",-0.59,"11,046",-0.27,"6,930",-0.28,,"12,543",-0.77,"13,086",-0.5,"8,490",-0.72
EZA_Roaring Declaration of Destruction Vegeta,Extreme,AGL,,"12,722",0.57,"10,678",0.28,"6,380",0.43,,"13,922",0.37,"11,878",0.04,"7,580",0.08,,"15,482",0.05,"13,678",-0.3,"9,620",-0.19
EZA_Fearful World Domination Demon King Piccolo,Extreme,TEQ,,"11,716",0.25,"9,035",-0.38,"6,236",0.34,,"12,916",0.07,"10,235",-0.58,"7,436",0,,"14,476",-0.23,"12,275",-0.77,"9,236",-0.37
EZA_Thrill of the Fight Beerus,Super,AGL,,"11,759",0.27,"9,877",-0.04,"6,498",0.5,,"12,959",0.08,"11,077",-0.26,"7,698",0.14,,"14,519",-0.22,"12,877",-0.57,"9,738",-0.14
EZA_Battle of Epic Proportions Super Saiyan Goku (GT),Super,STR,,"11,847",0.29,"10,064",0.03,"6,365",0.42,,"13,047",0.11,"11,264",-0.19,"7,565",0.07,,"14,847",-0.13,"13,304",-0.43,"9,125",-0.42
EZA_Lone guardian Super Saiyan Vegeta (GT),Super,TEQ,,"11,249",0.1,"10,398",0.17,"6,247",0.35,,"12,449",-0.08,"11,598",-0.06,"7,447",0,,"14,009",-0.36,"13,638",-0.32,"9,247",-0.37
EZA_Limit-Breaking Challenge Vegeta (GT) (Giant Ape),Super,INT,,"8,292",-0.83,"10,262",0.11,"5,835",0.1,,"9,492",-0.97,"11,462",-0.11,"7,035",-0.22,,"11,292",-1.11,"13,262",-0.44,"8,835",-0.56
EZA_Full Concentration Barrage Piccolo,Super,TEQ,,"12,973",0.65,"10,578",0.24,"6,380",0.43,,"14,173",0.45,"11,778",0.01,"7,580",0.08,,"15,733",0.12,"13,818",-0.25,"9,380",-0.3
EZA_Absolute Supression Turles,Extreme,TEQ,,"11,728",0.26,"9,777",-0.08,"6,785",0.67,,"12,928",0.07,"10,977",-0.3,"7,985",0.3,,"14,488",-0.23,"13,017",-0.52,"9,785",-0.12
EZA_Burning Soul Super Saiyan Bardock,Super,INT,,"12,234",0.42,"9,639",-0.14,"6,558",0.54,,"13,434",0.22,"10,839",-0.35,"7,758",0.17,,"15,234",-0.02,"12,639",-0.65,"9,558",-0.22
EZA_Evil Onslaught Buu (Super),Extreme,PHY,,"13,641",0.86,"9,537",-0.18,"7,031",0.82,,"14,841",0.65,"10,737",-0.39,"8,231",0.43,,"16,881",0.44,"12,537",-0.68,"9,791",-0.11
EZA_God-Guided Path Kami,Super,PHY,,"13,848",0.93,"10,091",0.04,"4,701",-0.57,,"15,048",0.71,"11,291",-0.18,"5,901",-0.84,,"17,088",0.5,"13,091",-0.5,"7,461",-1.19
EZA_The Result of Time Traveling Trunks (Teen) (Future),Super,INT,,"11,310",0.12,"9,292",-0.28,"6,544",0.53,,"12,510",-0.06,"10,492",-0.48,"7,744",0.17,,"14,310",-0.28,"12,292",-0.77,"9,544",-0.23
EZA_Readiness to Defy a God Super Saiyan Trunks (Future),Super,STR,,"10,727",-0.06,"9,589",-0.16,"5,699",0.02,,"11,927",-0.23,"10,789",-0.37,"6,899",-0.3,,"13,727",-0.44,"12,829",-0.59,"8,459",-0.73
EZA_Inorganic Murderous Intent Hell Fighter #17,Extreme,AGL,,"10,423",-0.16,"10,000",0.01,"6,101",0.26,,"11,623",-0.33,"11,200",-0.21,"7,301",-0.08,,"13,183",-0.59,"13,000",-0.53,"9,341",-0.32
EZA_Impulse-Driven Heartbreak and Anger Android #18 (GT),Super,STR,,"11,531",0.19,"9,512",-0.19,"6,156",0.3,,"12,731",0.01,"10,712",-0.4,"7,356",-0.05,,"14,531",-0.21,"12,752",-0.61,"8,916",-0.52
EZA_Full-On Strike Goku (Youth) (Giant Ape),Super,AGL,,"12,801",0.6,"11,229",0.5,"5,198",-0.27,,"14,001",0.39,"12,429",0.25,"6,398",-0.57,,"15,561",0.07,"14,229",-0.12,"8,438",-0.74
EZA_Rapid Growth Super Trunks,Super,INT,,"13,057",0.68,"10,256",0.11,"6,674",0.6,,"15,057",0.71,"12,256",0.19,"8,674",0.68,,"18,057",0.76,"15,256",0.23,"11,674",0.76
EZA_A New Destination Ultimate Gohan,Super,TEQ,,"12,192",0.4,"11,010",0.41,"6,166",0.3,,"13,392",0.21,"12,210",0.17,"7,366",-0.04,,"14,952",-0.1,"14,250",-0.11,"9,166",-0.4
EZA_Resolute Execution Cooler (Final Form),Extreme,AGL,,"12,304",0.44,"10,808",0.33,"6,299",0.38,,"13,504",0.24,"12,008",0.09,"7,499",0.03,,"15,064",-0.07,"13,808",-0.26,"9,539",-0.23
EZA_Meaning of Life Found in Heaven Dabura (Angel),Super,PHY,,"9,758",-0.37,"9,602",-0.15,"6,931",0.76,,"10,958",-0.53,"10,802",-0.36,"8,131",0.38,,"12,998",-0.64,"12,602",-0.66,"9,691",-0.16
EZA_Pioneer of a New History Trunks (Xeno),Super,TEQ,,"14,107",1.01,"11,031",0.42,"5,246",-0.25,,"15,307",0.79,"12,231",0.18,"6,446",-0.55,,"16,867",0.43,"14,271",-0.1,"8,246",-0.83
EZA_Fate of the Universal Conflict in Her Hands Lagss,Extreme,INT,,"9,334",-0.5,"9,138",-0.34,"6,720",0.63,,"10,534",-0.65,"10,338",-0.54,"7,920",0.26,,"12,334",-0.82,"12,138",-0.82,"9,720",-0.15
"EZA_Good Versus Evil Android #21 (Transformed, Good)",Super,INT,,"9,334",-0.5,"10,971",0.4,"4,429",-0.73,,"10,534",-0.65,"12,171",0.15,"5,629",-0.99,,"12,334",-0.82,"13,971",-0.2,"7,429",-1.21
EZA_Power of Kindness and Courage Super Saiyan Gohan (Youth),Super,AGL,,"9,400",-0.48,"8,064",-0.77,"4,444",-0.72,,"10,600",-0.63,"9,264",-0.95,"5,644",-0.98,,"12,160",-0.87,"11,064",-1.18,"7,684",-1.09
EZA_Demon King's Vengeance Piccolo Jr. (Giant Form),Extreme,STR,,"14,153",1.02,"10,776",0.32,"5,076",-0.35,,"15,353",0.8,"11,976",0.08,"6,276",-0.64,,"17,153",0.51,"14,016",-0.19,"7,836",-1.02
EZA_Concentrated Spirit Super Saiyan Goku,Super,STR,,"12,649",0.55,"10,677",0.28,"6,288",0.37,,"13,849",0.35,"11,877",0.04,"7,488",0.03,,"15,649",0.1,"13,917",-0.22,"9,018",-0.47
EZA_Martial Mettle Goku,Super,PHY,,"9,644",-0.4,"7,725",-0.91,"4,794",-0.52,,"10,844",-0.56,"8,925",-1.08,"5,994",-0.79,,"12,884",-0.67,"10,725",-1.29,"7,554",-1.15
EZA_Proof of a Hero Trunks (Kid),Super,TEQ,,"7,541",-1.07,"9,027",-0.38,"4,387",-0.76,,"8,741",-1.2,"10,227",-0.58,"5,587",-1.02,,"10,301",-1.39,"12,267",-0.78,"7,387",-1.23
Everlasting Legend Super Saiyan Goku,Super,TEQ,,"15,800",1.55,"15,100",2.06,"8,220",1.52,,"17,800",1.54,"17,100",2.02,"10,220",1.52,,"20,400",1.42,"20,500",1.99,"13,220",1.48
Limitless Energy Androids #17 & #18,Extreme,AGL,,"13,200",0.72,"13,100",1.25,"7,100",0.86,,"15,200",0.76,"15,100",1.26,"9,100",0.91,,"17,800",0.69,"18,100",1.18,"12,500",1.14
Budding Heart Piccolo,Super,INT,,"14,300",1.07,"10,030",0.02,"13,100",4.43,,"16,300",1.09,"12,030",0.1,"15,100",4.2,,"19,300",1.11,"15,030",0.15,"18,100",3.74
Reign of Terror Freeza (1st Form),Extreme,STR,,"14,400",1.1,"16,280",2.53,"7,450",1.07,,"16,400",1.12,"18,280",2.47,"9,450",1.1,,"19,400",1.14,"21,680",2.39,"12,050",0.93
The Ultimate Fighting Squadron Captain Ginyu (Ginyu Force),Extreme,PHY,,"17,910",2.21,"12,380",0.96,"10,570",2.92,,"19,910",2.18,"14,380",0.99,"12,570",2.81,,"23,310",2.22,"17,380",0.94,"15,170",2.38
Extraordinary Friendship Hercule,Super,TEQ,,"16,140",1.65,"11,122",0.46,"8,077",1.44,,"18,140",1.64,"13,122",0.51,"10,077",1.45,,"20,740",1.51,"16,522",0.65,"13,077",1.41
Thousandfold Plea Goku,Super,STR,,"13,872",0.94,"12,548",1.03,"7,429",1.05,,"15,872",0.96,"14,548",1.06,"9,429",1.09,,"18,872",0.99,"17,948",1.13,"12,029",0.92
Brazen Courage Gohan (Kid),Super,PHY,,"15,816",1.55,"12,094",0.85,"7,024",0.81,,"17,816",1.55,"14,094",0.88,"9,024",0.87,,"21,216",1.64,"17,094",0.85,"11,624",0.74
Unwavering Bond Tien & Chiaotzu,Super,AGL,,"15,266",1.38,"13,723",1.5,"8,526",1.71,,"17,266",1.38,"15,723",1.5,"10,526",1.69,,"19,866",1.27,"18,723",1.39,"13,926",1.8
Ginyu Force Reborn Ginyu (Goku) (Ginyu Force),Extreme,TEQ,,"11,766",0.27,"12,224",0.9,"8,887",1.92,,"13,766",0.32,"14,224",0.93,"10,887",1.89,,"16,366",0.3,"17,624",1.02,"13,887",1.79
All or Nothing Super Saiyan God SS Vegetto,Super,STR,,"13,613",0.85,"14,090",1.65,"8,894",1.93,,"15,613",0.88,"16,090",1.64,"10,894",1.89,,"18,613",0.92,"19,490",1.65,"13,494",1.6
Alternate Ending Super Saiyan Trunks (Future),Super,AGL,,"13,425",0.79,"14,330",1.75,"10,375",2.81,,"15,425",0.82,"16,330",1.73,"12,375",2.7,,"18,025",0.76,"19,330",1.6,"15,775",2.66
Overwhelming Army Metal Cooler Army,Extreme,INT,,"16,950",1.91,"12,030",0.82,"6,538",0.52,,"18,950",1.89,"14,030",0.86,"8,538",0.6,,"21,950",1.85,"17,030",0.82,"11,538",0.7
Courage to the Max! Goku,Super,INT,,"15,006",1.29,"12,678",1.08,"6,700",0.62,,"17,006",1.3,"14,678",1.1,"8,700",0.69,,"20,006",1.31,"17,678",1.04,"11,700",0.77
Blazing Love and Burning Justice Great Saiyaman 1 & 2,Super,PHY,,"14,034",0.99,"10,280",0.12,"10,183",2.69,,"16,034",1.01,"12,280",0.2,"12,183",2.6,,"19,434",1.15,"15,280",0.24,"14,783",2.2
Awakened Saiyan Blood Super Saiyan Vegeta,Extreme,INT,,"14,010",0.98,"14,642",1.87,"9,693",2.4,,"16,010",1,"16,642",1.85,"11,693",2.33,,"19,010",1.03,"19,642",1.7,"14,693",2.16
Lupine Awakening Yamcha & Puar,Super,PHY,,"14,715",1.2,"14,384",1.77,"7,975",1.38,,"16,715",1.21,"16,384",1.75,"9,975",1.39,,"20,115",1.34,"19,384",1.62,"12,575",1.18
Wings Spread Out to the Cosmos Pan (GT) (Honey),Super,STR,,"16,788",1.86,"10,734",0.3,"8,239",1.54,,"17,988",1.6,"11,934",0.06,"9,439",1.1,,"19,788",1.25,"13,974",-0.2,"10,999",0.45
Hidden Majin Power Uub (Teen),Super,TEQ,,"17,112",1.96,"11,965",0.8,"6,538",0.52,,"19,112",1.94,"13,965",0.83,"8,538",0.6,,"21,712",1.78,"17,365",0.94,"11,538",0.7
To an Exciting Future Goku (Youth) & Arale Norimaki,Super,AGL,,"12,900",0.63,"12,937",1.19,"7,429",1.05,,"14,900",0.67,"14,937",1.2,"9,429",1.09,,"17,500",0.61,"17,937",1.13,"12,829",1.3
Counterattack of the Wicked Family Mecha Freeza & King Cold,Extreme,STR,,"16,464",1.76,"11,900",0.77,"6,943",0.76,,"18,464",1.74,"13,900",0.81,"8,943",0.82,,"21,464",1.71,"17,300",0.92,"11,543",0.7
Life Form of Hate and Ruin Cell (1st Form),Extreme,TEQ,,"18,495",2.4,"11,522",0.62,"11,350",3.39,,"20,495",2.36,"13,522",0.67,"13,350",3.24,,"23,095",2.16,"16,922",0.79,"16,350",2.93
The Original Golden Duo Goku (Youth) & Bulma (Youth),Super,AGL,,"13,710",0.88,"12,872",1.16,"7,105",0.86,,"15,710",0.91,"14,872",1.18,"9,105",0.91,,"18,310",0.83,"17,872",1.11,"12,505",1.15
Dawn of Darkest Justice Zamasu (Goku),Extreme,STR,,"13,386",0.78,"13,066",1.24,"7,024",0.81,,"15,386",0.81,"15,066",1.25,"9,024",0.87,,"18,386",0.86,"18,466",1.31,"11,624",0.74
Overwhelming Power Restored Demon King Piccolo (Elder),Extreme,TEQ,,"12,878",0.62,"13,870",1.56,"9,537",2.31,,"14,878",0.66,"15,870",1.56,"11,537",2.25,,"17,478",0.6,"19,270",1.58,"14,537",2.09
Grand Opening Team Bardock,Super,INT,,"12,090",0.37,"12,807",1.14,"7,996",1.39,,"14,090",0.42,"14,807",1.15,"9,996",1.4,,"17,090",0.5,"17,807",1.09,"12,996",1.37
Raging Killer Move Krillin,Super,PHY,,"17,130",1.97,"13,940",1.59,"9,010",2,,"19,130",1.94,"15,940",1.58,"11,010",1.96,,"22,530",2.01,"18,940",1.47,"13,610",1.66
Wicked Wizard and Lord of the Demon Realm Babidi & Dabura,Extreme,AGL,,"13,224",0.73,"12,613",1.06,"7,672",1.2,,"15,224",0.76,"14,613",1.08,"9,672",1.22,,"17,824",0.7,"17,613",1.02,"13,072",1.41
Father and Son's Day Off Goku & Gohan (Kid),Super,TEQ,,"13,548",0.83,"13,002",1.21,"7,024",0.81,,"15,548",0.86,"15,002",1.23,"9,024",0.87,,"18,148",0.79,"18,402",1.29,"12,024",0.92
Worldwide Terror Babidi & Majin Buu (Good),Extreme,PHY,,"20,640",3.08,"11,690",0.69,"9,693",2.4,,"22,640",3,"13,690",0.73,"11,693",2.33,,"26,040",2.98,"16,690",0.71,"14,293",1.97
Shattering the Limit of Spirit and Tenacity Master Roshi,Super,PHY,,"13,062",0.68,"13,131",1.27,"7,105",0.86,,"15,062",0.71,"15,131",1.28,"9,105",0.91,,"18,462",0.88,"18,131",1.19,"11,705",0.77
Destroyers Born of Dragon Balls Legion of Shadow Dragons,Extreme,INT,,"13,710",0.88,"11,576",0.64,"8,725",1.83,,"15,710",0.91,"13,576",0.69,"10,725",1.8,,"18,710",0.95,"16,576",0.67,"13,725",1.71
Driving with Mom Trunks (Teen),Super,STR,,"12,738",0.58,"13,196",1.29,"7,186",0.91,,"14,738",0.62,"15,196",1.3,"9,186",0.96,,"17,738",0.68,"18,596",1.35,"11,786",0.81
Bloodstained Sanctuary Mercenary Tao,Extreme,STR,,"16,369",1.73,"11,885",0.77,"10,272",2.75,,"18,369",1.71,"13,885",0.8,"12,272",2.65,,"21,369",1.68,"17,285",0.91,"14,872",2.24
Power in a Pinch Gohan (Kid),Super,STR,,"24,150",4.19,"12,392",0.97,"7,060",0.83,,"26,150",4.07,"14,392",1,"9,060",0.89,,"29,150",3.85,"17,792",1.08,"11,660",0.75
Furious Counterattack Goku,Super,PHY,,"14,682",1.19,"11,576",0.64,"8,239",1.54,,"16,682",1.2,"13,576",0.69,"10,239",1.53,,"20,082",1.33,"16,576",0.67,"12,839",1.3
Dream-Filled Future Gohan (Teen) & Goten (Kid) & Trunks (Kid),Super,TEQ,,"14,034",0.99,"11,900",0.77,"8,158",1.49,,"16,034",1.01,"13,900",0.81,"10,158",1.49,,"18,634",0.92,"17,300",0.92,"13,158",1.45
Legends of a New Generation Super Saiyan Goku Jr. & Super Saiyan Vegeta Jr.,Super,AGL,,"14,520",1.14,"12,548",1.03,"7,105",0.86,,"16,520",1.16,"14,548",1.06,"9,105",0.91,,"19,120",1.06,"17,548",1,"12,505",1.15
The Last Tri-Beam Tien,Super,INT,,"20,835",3.14,"14,018",1.62,"7,060",0.83,,"22,835",3.06,"16,018",1.61,"9,060",0.89,,"25,835",2.92,"19,018",1.49,"12,060",0.94
Climax of the World Tournament Jackie Chun,Super,INT,,"15,083",1.32,"13,355",1.36,"9,078",2.04,,"17,083",1.33,"15,355",1.36,"11,078",1.99,,"20,083",1.33,"18,355",1.27,"14,078",1.87
Extreme Vengeful Energy Hatchiyack (Giant Form),Extreme,TEQ,,"18,570",2.42,"8,984",-0.4,"9,535",2.31,,"20,570",2.38,"10,984",-0.3,"11,535",2.24,,"23,170",2.18,"14,384",-0.06,"14,535",2.09
Energy to Fulfill Ambitions Babidi,Extreme,INT,,"17,598",2.11,"8,984",-0.4,"10,021",2.6,,"19,598",2.09,"10,984",-0.3,"12,021",2.51,,"22,598",2.03,"13,984",-0.2,"15,021",2.31
Devilish Genius Scientist Dr. Wheelo,Extreme,AGL,,"12,840",0.61,"14,564",1.84,"10,375",2.81,,"14,840",0.65,"16,564",1.82,"12,375",2.7,,"17,440",0.59,"19,564",1.68,"15,775",2.66
The Secret Weapon of Confidence Pilaf & Shu & Mai,Extreme,AGL,,"15,450",1.43,"11,885",0.77,"10,731",3.02,,"17,450",1.44,"13,885",0.8,"12,731",2.9,,"20,050",1.32,"16,885",0.78,"16,131",2.83
Unity Born in Another World Super Saiyan Trunks (Teen) & Super Saiyan Broly,Super,TEQ,,"12,878",0.62,"13,649",1.48,"9,813",2.47,,"14,878",0.66,"15,649",1.47,"11,813",2.4,,"17,478",0.6,"19,049",1.5,"14,813",2.22
Grudge Swirling in the Depths of Hell Cell (Perfect Form)(GT) & Frieza (Final Form)(GT),Extreme,PHY,,"14,196",1.04,"11,058",0.43,"9,130",2.07,,"16,196",1.06,"13,058",0.49,"11,130",2.02,,"19,596",1.19,"16,058",0.5,"13,730",1.71
Full-Tilt Kamehameha Super Saiyan 2 Gohan (Youth),Super,INT,,"15,200",1.36,"16,975",2.81,"8,806",1.87,,"17,200",1.36,"18,975",2.73,"10,806",1.84,,"20,200",1.36,"21,975",2.49,"13,806",1.75
Beyond the Ferocious Flash Majin Vegeta,Extreme,AGL,,"16,050",1.62,"15,870",2.37,"9,763",2.44,,"18,050",1.62,"17,870",2.31,"11,763",2.37,,"20,650",1.48,"20,870",2.11,"15,163",2.38
Indestructible Saiyan Evil Legendary Super Saiyan Broly,Extreme,STR,,"12,013",0.35,"18,080",3.26,"9,019",2,,"14,013",0.4,"20,080",3.15,"11,019",1.96,,"17,013",0.47,"23,480",2.99,"13,619",1.66
Merciless Condemnation Goku Black (Super Saiyan Rose') & Zamasu,Extreme,TEQ,,"14,138",1.02,"17,145",2.88,"9,125",2.06,,"16,138",1.04,"19,145",2.8,"11,125",2.02,,"18,738",0.95,"22,545",2.68,"14,125",1.9
Second Super Saiyan Super Saiyan Trunks (Teen),Super,PHY,,"17,113",1.96,"15,530",2.23,"9,656",2.38,,"19,113",1.94,"17,530",2.19,"11,656",2.31,,"22,513",2,"20,530",2,"14,256",1.96
Budding Warrior Trunks (Kid) & Goten (Kid),Super,AGL,,"14,988",1.29,"16,040",2.44,"10,081",2.63,,"16,988",1.3,"18,040",2.38,"12,081",2.54,,"19,588",1.19,"21,040",2.17,"15,481",2.53
Galaxy-Threatening Invasion Full Power Boujack (Galactic Warrior),Extreme,INT,,"17,750",2.16,"14,765",1.92,"10,294",2.76,,"19,750",2.13,"16,765",1.9,"12,294",2.66,,"22,750",2.07,"19,765",1.74,"15,294",2.44
Golden Fist Super Saiyan 3 Goku,Super,TEQ,,"14,775",1.22,"17,060",2.85,"8,913",1.94,,"16,775",1.23,"19,060",2.77,"10,913",1.9,,"19,375",1.13,"22,460",2.65,"13,913",1.8
Global Harmony Through Destruction Beerus & Whis,Super,STR,,"16,688",1.83,"14,425",1.79,"11,250",3.33,,"18,688",1.81,"16,425",1.77,"13,250",3.18,,"21,688",1.77,"19,825",1.76,"15,850",2.7
Dazzling Life Force Bardock,Super,PHY,,"13,713",0.88,"16,295",2.54,"10,400",2.82,,"15,713",0.91,"18,295",2.48,"12,400",2.72,,"19,113",1.06,"21,295",2.26,"15,000",2.3
The Deadly Cell Games Cell (Perfect Form) & Cell Jr.,Extreme,PHY,,"17,963",2.23,"15,955",2.4,"8,700",1.81,,"19,963",2.2,"17,955",2.35,"10,700",1.79,,"23,363",2.24,"20,955",2.14,"13,300",1.51
Miraculous Outcome Goku and Freeza (Final Form) (Angel),Super,TEQ,,"13,777",0.91,"17,777",3.14,"8,777",1.86,,"15,777",0.93,"19,777",3.04,"10,777",1.83,,"18,377",0.85,"23,177",2.89,"13,777",1.74
Hopes and Promises for the Future Trunks (Teen) (Future) & Mai (Future),Super,STR,,"17,325",2.03,"15,615",2.27,"9,444",2.25,,"19,325",2,"17,615",2.22,"11,444",2.19,,"22,325",1.95,"21,015",2.16,"14,044",1.86
Ultimate Malign Being Super Baby 2 (Giant Ape),Extreme,AGL,,"19,238",2.63,"16,210",2.51,"7,744",1.24,,"21,238",2.58,"18,210",2.44,"9,744",1.26,,"23,838",2.37,"21,210",2.23,"13,144",1.44
Endless Adventure Goku (GT) & Pan (GT) & Trunks (GT),Super,INT,,"16,475",1.76,"16,465",2.61,"8,806",1.87,,"18,475",1.75,"18,465",2.54,"10,806",1.84,,"21,475",1.71,"21,465",2.31,"13,806",1.75
Two Makes the Strongest of All Universes Super Saiyan 2 Caulifla & Super Saiyan 2 Kale,Super,AGL,,"18,175",2.3,"15,020",2.03,"9,763",2.44,,"20,175",2.26,"17,020",1.99,"11,763",2.37,,"22,775",2.07,"20,020",1.83,"15,163",2.38
Last-Ditch Attack Freeza (Full Power),Extreme,STR,,"14,563",1.15,"16,550",2.64,"9,656",2.38,,"16,563",1.17,"18,550",2.57,"11,656",2.31,,"19,563",1.18,"21,950",2.48,"14,256",1.96
Nightmarish Impact Super Saiyan Broly,Extreme,TEQ,,"20,088",2.9,"15,445",2.2,"8,275",1.56,,"22,088",2.84,"17,445",2.15,"10,275",1.55,,"24,688",2.61,"20,845",2.11,"13,275",1.5
The Androids' Journey Androids #17 & #18/Android #16,Extreme,PHY,,"21,363",3.31,"15,190",2.09,"7,956",1.37,,"23,363",3.22,"17,190",2.06,"9,956",1.38,,"26,763",3.18,"20,190",1.89,"12,556",1.17
Legend Reborn Super Saiyan God Goku,Super,INT,,"13,288",0.75,"16,805",2.74,"9,975",2.57,,"15,288",0.78,"18,805",2.67,"11,975",2.49,,"18,288",0.83,"21,805",2.43,"14,975",2.29
Miracle-Making Super Saiyan Super Saiyan Goku,Super,AGL,,"18,600",2.43,"15,785",2.33,"8,594",1.75,,"20,600",2.39,"17,785",2.28,"10,594",1.73,,"23,200",2.19,"20,785",2.09,"13,994",1.84
Mark of Almighty Power Goku Black (Super Saiyan Rose'),Extreme,INT,,"20,300",2.97,"16,635",2.68,"6,681",0.61,,"22,300",2.9,"18,635",2.6,"8,681",0.68,,"25,300",2.78,"21,635",2.37,"11,681",0.76
A New Life on Vampa Broly & Cheelai & Lemo,Extreme,PHY,,"21,575",3.37,"15,275",2.13,"7,744",1.24,,"23,575",3.29,"17,275",2.09,"9,744",1.26,,"26,975",3.24,"20,275",1.91,"12,344",1.07
Rampaging Vicious Saiyans Nappa/Vegeta,Extreme,AGL,,"20,513",3.04,"15,360",2.16,"8,169",1.49,,"22,513",2.97,"17,360",2.12,"10,169",1.5,,"25,113",2.72,"20,360",1.94,"13,569",1.64
Sign of a Turnaround Goku (Ultra Instinct -Sign-),Super,STR,,"15,838",1.56,"17,400",2.98,"7,956",1.37,,"17,838",1.55,"19,400",2.89,"9,956",1.38,,"20,838",1.54,"22,800",2.76,"12,556",1.17
Majesty of the Mighty Jiren (Full Power),Extreme,TEQ,,"16,263",1.69,"16,125",2.47,"9,338",2.19,,"18,263",1.68,"18,125",2.41,"11,338",2.14,,"20,863",1.54,"21,525",2.33,"14,338",2
A Promise Made to Kakarot Super Saiyan 2 Vegeta (Angel),Super,PHY,,"16,688",1.83,"15,825",2.35,"8,913",1.94,,"18,688",1.81,"17,825",2.3,"10,913",1.9,,"22,088",1.88,"20,825",2.1,"13,513",1.61
Destroyers of the Universe Team Turles,Extreme,STR,,"18,175",2.3,"15,230",2.11,"9,125",2.06,,"20,175",2.26,"17,230",2.07,"11,125",2.02,,"23,175",2.19,"20,630",2.03,"13,725",1.71
Earth-Protecting Flash Super Saiyan 2 Gohan (Youth),Super,TEQ,,"17,113",1.96,"16,380",2.57,"8,594",1.75,,"19,113",1.94,"18,380",2.51,"10,594",1.73,,"21,713",1.78,"21,780",2.42,"13,594",1.65
Universe 7's All-Out Offensive Android #17 (Team Universe 7),Super,INT,,"19,025",2.57,"16,040",2.44,"8,063",1.43,,"21,025",2.52,"18,040",2.38,"10,063",1.44,,"24,025",2.42,"21,040",2.17,"13,063",1.4
Very Last Possibility Golden Freeza (Angel) & Android #17,Extreme,PHY,,"20,725",3.1,"15,700",2.3,"7,638",1.18,,"22,725",3.03,"17,700",2.25,"9,638",1.2,,"26,125",3.01,"20,700",2.06,"12,238",1.02
True Heroes Tapion & Minotia,Super,STR,,"21,575",3.37,"12,895",1.17,"10,719",3.01,,"23,575",3.29,"14,895",1.19,"12,719",2.89,,"26,575",3.13,"18,295",1.25,"15,319",2.45
Ceremony of Revenge Super #17,Extreme,TEQ,,"17,113",1.96,"14,850",1.96,"10,506",2.89,,"19,113",1.94,"16,850",1.93,"12,506",2.78,,"21,713",1.78,"20,250",1.91,"15,506",2.54
Rivals Acting in Concert Goku & Piccolo,Super,INT,,"18,813",2.5,"15,105",2.06,"9,338",2.19,,"20,813",2.45,"17,105",2.02,"11,338",2.14,,"23,813",2.36,"20,105",1.86,"14,338",2
